CTUID,City,Population,Land Area (km),Tree Count,Basal Area Sum,DED Sus Tree Count,DED Sus Basal Area,DED Tree Count,DED Basal Area,EAB Tree Count,EAB Basal Area,Tree Count Per Capita,Basal Area Sum Per Capita,DED Sus Tree Count Per Capita,DED Sus Basal Area Per Capita,DED Tree Count Per Capita,DED Basal Area Per Capita,EAB Tree Count Per Capita,EAB Basal Area Per Capita,Tree Count Proportion,Basal Area Sum Proportion,DED Sus Tree Count Proportion,DED Sus Basal Area Proportion,DED Tree Count Proportion,DED Basal Area Proportion,EAB Tree Count Proportion,EAB Basal Area Proportion
6020020,Winnipeg,2645,0.69,843,149.3483653,327,5.80190688,323,4.4540034,768,146.6816182,0.318714556,0.05646441,0.12362949,0.002193538,0.122117202,0.001683933,0.290359168,0.055456188,1.31E-06,1.98E-06,7.10E-07,1.51E-07,8.16E-07,1.60E-07,1.71E-06,2.39E-06
6020021,Winnipeg,5699,0.84,1291,164.733723,913,57.16204032,899,57.0942603,767,112.7039575,0.22653097,0.028905724,0.160203544,0.010030188,0.157746973,0.010018294,0.134585015,0.019776094,9.30E-07,1.01E-06,9.20E-07,6.91E-07,1.05E-06,9.50E-07,7.91E-07,8.52E-07
6020022,Winnipeg,4378,0.57,738,149.504817,363,31.06461204,348,28.65092076,484,123.6276934,0.168570123,0.034149113,0.082914573,0.007095617,0.079488351,0.006544294,0.110552764,0.028238395,6.92E-07,1.20E-06,4.76E-07,4.89E-07,5.31E-07,6.20E-07,6.50E-07,1.22E-06
6020023,Winnipeg,5204,0.43,460,26.99678982,213,7.42265832,193,6.71658372,342,21.15388506,0.088393543,0.0051877,0.040930054,0.001426337,0.037086856,0.001290658,0.065718678,0.004064928,3.63E-07,1.82E-07,2.35E-07,9.82E-08,2.48E-07,1.22E-07,3.86E-07,1.75E-07
6020024,Winnipeg,1350,0.95,787,54.79869318,504,38.97688872,429,30.87941472,667,47.34241974,0.582962963,0.040591625,0.373333333,0.028871769,0.317777778,0.022873641,0.494074074,0.035068459,2.39E-06,1.42E-06,2.14E-06,1.99E-06,2.12E-06,2.17E-06,2.90E-06,1.51E-06
6020025,Winnipeg,4122,1.05,904,92.7702699,567,38.7579192,428,26.42941686,605,72.67204098,0.219311014,0.02250613,0.137554585,0.009402698,0.103833091,0.006411794,0.146773411,0.017630287,9.00E-07,7.90E-07,7.90E-07,6.47E-07,6.93E-07,6.08E-07,8.62E-07,7.59E-07
6020026,Winnipeg,2140,0.58,485,105.0587168,133,14.11065348,133,14.11065348,407,95.94736998,0.226635514,0.049092858,0.062149533,0.006593763,0.062149533,0.006593763,0.190186916,0.04483522,9.30E-07,1.72E-06,3.57E-07,4.54E-07,4.15E-07,6.25E-07,1.12E-06,1.93E-06
6020027,Winnipeg,1465,0.59,578,97.67768472,211,15.27925014,205,15.16591692,511,92.49962106,0.394539249,0.066674188,0.144027304,0.010429522,0.139931741,0.010352162,0.348805461,0.063139673,1.62E-06,2.34E-06,8.27E-07,7.18E-07,9.34E-07,9.81E-07,2.05E-06,2.72E-06
6020028,Winnipeg,4567,0.57,1079,237.6233983,641,77.39237352,623,76.69870824,550,165.7231699,0.236260127,0.052030523,0.140354719,0.016945998,0.1364134,0.016794112,0.120429166,0.036287097,9.70E-07,1.83E-06,8.06E-07,1.17E-06,9.11E-07,1.59E-06,7.08E-07,1.56E-06
6020029,Winnipeg,5017,0.7,1318,282.1013072,671,54.28834026,659,53.92776312,889,233.9276201,0.262706797,0.056229083,0.133745266,0.010820877,0.131353398,0.010749006,0.177197528,0.046626992,1.08E-06,1.97E-06,7.68E-07,7.45E-07,8.77E-07,1.02E-06,1.04E-06,2.01E-06
6020030,Winnipeg,3847,1.01,1027,217.4515774,359,6.18793098,347,5.55890412,943,214.4120794,0.266961269,0.056524975,0.09331947,0.001608508,0.090200156,0.001444997,0.245126072,0.055734879,1.10E-06,1.98E-06,5.36E-07,1.11E-07,6.02E-07,1.37E-07,1.44E-06,2.40E-06
6020031,Winnipeg,2395,2.6,780,139.2554255,370,25.6452735,360,25.37776626,574,118.0724021,0.325678497,0.058144228,0.154488518,0.010707839,0.150313152,0.010596145,0.239665971,0.049299542,1.34E-06,2.04E-06,8.87E-07,7.37E-07,1.00E-06,1.00E-06,1.41E-06,2.12E-06
6020032,Winnipeg,6176,2.13,517,65.78227656,375,22.2833688,373,22.0909458,302,49.14883974,0.08371114,0.010651275,0.060718912,0.003608058,0.060395078,0.003576902,0.048898964,0.007958038,3.44E-07,3.74E-07,3.49E-07,2.48E-07,4.03E-07,3.39E-07,2.87E-07,3.43E-07
6020033,Winnipeg,1041,0.94,148,13.7625642,138,13.59197532,110,4.87544904,106,10.1124177,0.142170989,0.013220523,0.132564841,0.013056653,0.105667627,0.004683428,0.101825168,0.009714138,5.84E-07,4.64E-07,7.62E-07,8.99E-07,7.06E-07,4.44E-07,5.98E-07,4.18E-07
6020034,Winnipeg,2693,0.77,588,97.47615108,272,16.38454356,248,14.8114659,443,86.0802327,0.218343854,0.03619612,0.101002599,0.006084123,0.092090605,0.005499987,0.164500557,0.031964438,8.96E-07,1.27E-06,5.80E-07,4.19E-07,6.15E-07,5.21E-07,9.66E-07,1.38E-06
6020035,Winnipeg,1859,0.5,621,106.1157082,349,26.35032708,315,24.64082544,453,91.5839232,0.334050565,0.057082145,0.187735342,0.014174463,0.169445939,0.013254882,0.243679398,0.049265155,1.37E-06,2.00E-06,1.08E-06,9.76E-07,1.13E-06,1.26E-06,1.43E-06,2.12E-06
6020036,Winnipeg,811,0.54,41,7.35189378,33,4.62938322,33,4.62938322,31,6.78200754,0.050554871,0.00906522,0.040690506,0.005708241,0.040690506,0.005708241,0.038224414,0.008362525,2.08E-07,3.18E-07,2.34E-07,3.93E-07,2.72E-07,5.41E-07,2.25E-07,3.60E-07
6020037,Winnipeg,3611,2.24,1127,126.2462956,876,78.80687892,815,70.02689232,472,62.99017956,0.312101911,0.034961588,0.24259208,0.021824115,0.225699252,0.019392659,0.130711714,0.017443971,1.28E-06,1.23E-06,1.39E-06,1.50E-06,1.51E-06,1.84E-06,7.68E-07,7.51E-07
6020038,Winnipeg,5784,1.34,373,57.76719102,254,28.01655318,211,17.7492546,295,50.670081,0.064488243,0.009987412,0.043914246,0.004843802,0.036479945,0.003068682,0.051002766,0.008760387,2.65E-07,3.50E-07,2.52E-07,3.34E-07,2.44E-07,2.91E-07,3.00E-07,3.77E-07
6020039,Winnipeg,3747,0.92,233,27.87714468,161,12.4886454,158,11.92221492,160,19.70207316,0.06218308,0.007439857,0.042967707,0.003332972,0.042167067,0.003181803,0.042700827,0.005258093,2.55E-07,2.61E-07,2.47E-07,2.29E-07,2.82E-07,3.02E-07,2.51E-07,2.26E-07
6020040,Winnipeg,1965,0.59,883,177.8902726,502,21.52687152,488,17.19507636,765,167.8346393,0.449363868,0.090529401,0.255470738,0.010955151,0.248346056,0.008750675,0.389312977,0.08541203,1.84E-06,3.18E-06,1.47E-06,7.54E-07,1.66E-06,8.30E-07,2.29E-06,3.68E-06
6020041,Winnipeg,3628,1,1709,389.4705923,657,44.13052644,645,42.8545656,1439,367.2209171,0.471058434,0.107351321,0.18109151,0.012163872,0.177783903,0.011812174,0.396637266,0.101218555,1.93E-06,3.77E-06,1.04E-06,8.38E-07,1.19E-06,1.12E-06,2.33E-06,4.36E-06
6020042,Winnipeg,2650,0.48,935,216.7209198,289,21.17501232,272,19.89135456,787,200.378081,0.352830189,0.081781479,0.109056604,0.007990571,0.102641509,0.007506172,0.296981132,0.07561437,1.45E-06,2.87E-06,6.26E-07,5.50E-07,6.85E-07,7.12E-07,1.74E-06,3.26E-06
6020043,Winnipeg,4551,1.28,1023,133.7612384,568,33.30983502,524,31.34994786,673,109.8032397,0.224785761,0.029391615,0.124807735,0.007319234,0.11513953,0.006888584,0.147879587,0.024127277,9.23E-07,1.03E-06,7.17E-07,5.04E-07,7.69E-07,6.53E-07,8.69E-07,1.04E-06
6020044,Winnipeg,2732,1.02,743,59.6782263,555,33.59006574,455,28.25390106,470,41.74173234,0.271961933,0.021844153,0.203147877,0.012295046,0.166544656,0.010341838,0.172035139,0.015278819,1.12E-06,7.67E-07,1.17E-06,8.47E-07,1.11E-06,9.80E-07,1.01E-06,6.58E-07
6020045,Winnipeg,6438,1.04,1600,294.8743459,904,68.27435076,877,64.54558572,1109,252.2383571,0.248524386,0.045802166,0.140416278,0.010604901,0.136222429,0.01002572,0.172258465,0.039179614,1.02E-06,1.61E-06,8.07E-07,7.30E-07,9.10E-07,9.50E-07,1.01E-06,1.69E-06
6020046,Winnipeg,2486,0.51,969,172.0739929,506,33.23043108,426,26.04394254,774,148.7991351,0.389782784,0.069217214,0.203539823,0.013367028,0.171359614,0.010476244,0.311343524,0.059854841,1.60E-06,2.43E-06,1.17E-06,9.20E-07,1.14E-06,9.93E-07,1.83E-06,2.58E-06
6020047,Winnipeg,4799,1.1,1880,338.3217314,811,65.21081952,749,56.30383374,1489,292.6317933,0.391748281,0.070498381,0.16899354,0.013588418,0.156074182,0.01173241,0.310272974,0.060977661,1.61E-06,2.47E-06,9.71E-07,9.36E-07,1.04E-06,1.11E-06,1.82E-06,2.63E-06
6020048,Winnipeg,5374,1.07,1684,187.7321985,1210,97.43900166,1184,91.9848699,965,131.6267568,0.313360625,0.03493342,0.225158169,0.01813156,0.22032006,0.017116649,0.179568292,0.024493256,1.29E-06,1.23E-06,1.29E-06,1.25E-06,1.47E-06,1.62E-06,1.05E-06,1.05E-06
6020049,Winnipeg,3212,0.96,1635,219.4709194,823,56.68970076,791,55.65603582,1241,178.4690338,0.509028643,0.068328431,0.25622665,0.017649346,0.24626401,0.017327533,0.386363636,0.055563211,2.09E-06,2.40E-06,1.47E-06,1.22E-06,1.64E-06,1.64E-06,2.27E-06,2.39E-06
6020050.01,Winnipeg,2991,3.81,1250,109.4099899,989,78.4410396,507,45.92642208,844,70.12977972,0.417920428,0.036579736,0.330658643,0.02622569,0.169508526,0.015354872,0.282179873,0.023446934,1.72E-06,1.28E-06,1.90E-06,1.81E-06,1.13E-06,1.46E-06,1.66E-06,1.01E-06
6020050.02,Winnipeg,5169,2.37,1776,223.3277046,903,70.3938312,631,58.190286,1243,168.9009769,0.343586767,0.043205205,0.174695299,0.013618462,0.122073902,0.011257552,0.240472045,0.032675755,1.41E-06,1.52E-06,1.00E-06,9.38E-07,8.15E-07,1.07E-06,1.41E-06,1.41E-06
6020051.01,Winnipeg,9776,8.95,2480,94.03374288,1937,87.1071432,1924,87.0564849,1879,59.72236578,0.253682488,0.009618836,0.198138298,0.008910305,0.196808511,0.008905123,0.192205401,0.00610908,1.04E-06,3.38E-07,1.14E-06,6.13E-07,1.31E-06,8.44E-07,1.13E-06,2.63E-07
6020051.02,Winnipeg,6313,2.6,1718,184.7562394,1650,181.4079221,1627,177.8660037,363,23.45463582,0.27213686,0.029265997,0.261365436,0.028735613,0.257722161,0.028174561,0.057500396,0.003715292,1.12E-06,1.03E-06,1.50E-06,1.98E-06,1.72E-06,2.67E-06,3.38E-07,1.60E-07
6020051.03,Winnipeg,6080,1.36,1272,142.3013638,1095,111.1442317,1025,96.86353908,520,70.8913821,0.209210526,0.02340483,0.180098684,0.018280301,0.168585526,0.015931503,0.085526316,0.011659767,8.59E-07,8.21E-07,1.03E-06,1.26E-06,1.13E-06,1.51E-06,5.02E-07,5.02E-07
6020100.01,Winnipeg,7133,2.34,2752,66.08229936,2281,63.0149982,2227,61.72387914,1440,22.94522538,0.385812421,0.009264307,0.319781298,0.008834291,0.312210851,0.008653285,0.201878592,0.003216771,1.58E-06,3.25E-07,1.84E-06,6.08E-07,2.08E-06,8.20E-07,1.19E-06,1.39E-07
6020100.02,Winnipeg,1800,32.16,601,48.28411434,533,45.22623798,519,44.36591082,516,44.6688396,0.333888889,0.026824508,0.296111111,0.025125688,0.288333333,0.024647728,0.286666667,0.024816022,1.37E-06,9.41E-07,1.70E-06,1.73E-06,1.93E-06,2.34E-06,1.68E-06,1.07E-06
6020100.05,Winnipeg,4381,1.4,1742,119.257021,1660,119.0317682,1640,116.8755311,837,62.5602516,0.397626113,0.027221415,0.378908925,0.02717,0.374343757,0.02667782,0.191052271,0.014279902,1.63E-06,9.55E-07,2.18E-06,1.87E-06,2.50E-06,2.53E-06,1.12E-06,6.15E-07
6020100.06,Winnipeg,4757,2.3,462,26.48942142,444,26.4385275,439,26.0528961,157,5.34983064,0.097120034,0.005568514,0.093336136,0.005557815,0.092285054,0.005476749,0.033003994,0.001124623,3.99E-07,1.95E-07,5.36E-07,3.83E-07,6.16E-07,5.19E-07,1.94E-07,4.84E-08
6020100.07,Winnipeg,5151,1.39,1448,69.85324038,1385,69.02464338,1354,68.02027386,321,8.49433662,0.281110464,0.013561103,0.268879829,0.013400241,0.26286158,0.013205256,0.062317997,0.001649066,1.15E-06,4.76E-07,1.54E-06,9.23E-07,1.76E-06,1.25E-06,3.66E-07,7.10E-08
6020100.09,Winnipeg,3721,2.95,1032,15.43397394,792,14.02590882,774,13.81424352,563,9.42817722,0.2773448,0.004147803,0.212846009,0.003769392,0.2080086,0.003712508,0.151303413,0.002533775,1.14E-06,1.46E-07,1.22E-06,2.60E-07,1.39E-06,3.52E-07,8.89E-07,1.09E-07
6020100.1,Winnipeg,5749,1.55,1993,40.70783178,1778,39.68932506,1710,38.9381685,798,7.69739124,0.346668986,0.007080854,0.309271178,0.006903692,0.297443034,0.006773033,0.138806749,0.00133891,1.42E-06,2.48E-07,1.78E-06,4.75E-07,1.99E-06,6.42E-07,8.15E-07,5.77E-08
6020101.01,Winnipeg,5794,3.06,1890,196.5615868,1592,150.957807,1494,136.5893067,1556,166.1320492,0.326199517,0.033925024,0.274767,0.026054161,0.257852951,0.023574268,0.268553676,0.028673119,1.34E-06,1.19E-06,1.58E-06,1.79E-06,1.72E-06,2.23E-06,1.58E-06,1.23E-06
6020101.02,Winnipeg,4461,2.31,1151,122.8616143,1082,108.4865951,985,94.21257846,975,107.1837736,0.258013898,0.027541272,0.242546514,0.024318896,0.220802511,0.021119161,0.218560861,0.024026849,1.06E-06,9.66E-07,1.39E-06,1.67E-06,1.47E-06,2.00E-06,1.28E-06,1.03E-06
6020102.01,Winnipeg,5342,2.06,1095,96.40101702,1017,90.33254538,845,67.41111762,734,70.09058826,0.204979408,0.018045866,0.190378136,0.016909874,0.158180457,0.012619079,0.137401722,0.013120664,8.41E-07,6.33E-07,1.09E-06,1.16E-06,1.06E-06,1.20E-06,8.07E-07,5.65E-07
6020102.02,Winnipeg,3671,1.1,335,38.1394167,298,31.85166138,247,26.29338558,301,33.90430428,0.091255789,0.010389381,0.081176791,0.008676563,0.067284119,0.007162459,0.081994007,0.009235714,3.75E-07,3.65E-07,4.66E-07,5.97E-07,4.49E-07,6.79E-07,4.82E-07,3.98E-07
6020102.03,Winnipeg,3446,0.67,683,91.56475944,542,62.06843412,428,41.398434,543,76.16487186,0.198200813,0.026571317,0.157283807,0.018011734,0.124201973,0.012013475,0.157573999,0.0221024,8.14E-07,9.32E-07,9.04E-07,1.24E-06,8.29E-07,1.14E-06,9.26E-07,9.52E-07
